oid,Item Description,unit_of_measure,lo,lead_time,burn_rate,Stock Units Analytical
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 2 Surgery/Procedures/PACU,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 2 Surgery/Procedures/PACU,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 2 Surgery/Procedures/PACU,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,86.0,171.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,86.0,171.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,86.0,171.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,86.0,171.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,63.0,91.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,63.0,91.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,63.0,91.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,63.0,91.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 7 ICU,1.5,55.0,67.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 7 ICU,1.5,55.0,67.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 7 ICU,1.5,55.0,67.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 7 ICU,1.5,55.0,67.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Perpetual,1.5,15.0,260.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Perpetual,1.5,15.0,260.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Perpetual,1.5,15.0,260.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Perpetual,1.5,15.0,260.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,Level 1 ED,1.0,578.0,578.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,Level 2 Surgery/Procedures/PACU,1.0,111.0,137.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,196.0,320.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,100.0,144.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,Level 7 ICU,1.0,67.0,67.0
803955,Syringe 3cc LL With 21Gx1.5In Safe Eclipse,Each,Perpetual,1.0,117.0,536.0
803959,Stocking TED Knee Large Regular,Pair,Level 2 Surgery/Procedures/PACU,1.0,6.0,6.0
803959,Stocking TED Knee Large Regular,Pair,Perpetual,1.0,0.0,3.0
803961,Stocking TED Knee Medium Regular,Pair,Perpetual,86.0,0.0,18.0
803962,Stocking TED Knee Large Long,Each,Perpetual,1.0,0.0,3.0
803963,Stocking TED Knee X-Large Regular,Each,Level 2 Surgery/Procedures/PACU,1.0,0.16,7.0
803968,Stocking TED Thigh Small Regular,Pair,Perpetual,1.0,0.0,4.0
803971,Stocking TED Thigh Large Regular,Pair,Level 1 ED,1.0,0.04,3.0
803972,Stocking TED Thigh Large Long,Pair,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803974,Bandage Strip Adhesive 2in X 4in,Each,Level 1 ED,1.0,118.0,158.0
803974,Bandage Strip Adhesive 2in X 4in,Each,Level 2 Surgery/Procedures/PACU,1.0,63.0,89.0
803974,Bandage Strip Adhesive 2in X 4in,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,64.0,91.0
803974,Bandage Strip Adhesive 2in X 4in,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,109.0,109.0
803974,Bandage Strip Adhesive 2in X 4in,Each,Level 7 ICU,1.0,50.0,50.0
803974,Bandage Strip Adhesive 2in X 4in,Each,Perpetual,1.0,18.0,94.0
803975,Connector 5 In 1 Strl 501,Each,Level 1 ED,1.0,3.0,3.0
803975,Connector 5 In 1 Strl 501,Each,Level 1 Imaging,1.0,17.0,17.0
803975,Connector 5 In 1 Strl 501,Each,Level 2 Surgery/Procedures/PACU,1.0,16.0,22.0
803975,Connector 5 In 1 Strl 501,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,6.0,7.0
803975,Connector 5 In 1 Strl 501,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,3.0,3.0
803975,Connector 5 In 1 Strl 501,Each,Level 7 ICU,1.0,5.0,7.0
803975,Connector 5 In 1 Strl 501,Each,Perpetual,1.0,2.0,4.0
803976,Bag Body With Id Tags,Each,Level 1 ED,1.0,3.0,3.0
803976,Bag Body With Id Tags,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,2.0,2.0
803976,Bag Body With Id Tags,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,2.0,3.0
803976,Bag Body With Id Tags,Each,Level 7 ICU,1.0,2.0,3.0
803976,Bag Body With Id Tags,Each,Perpetual,1.0,0.0,3.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,Level 1 ED,1.0,18.0,18.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,Level 2 Surgery/Procedures/PACU,1.0,2.0,3.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,42.0,42.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,25.0,27.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,Level 7 ICU,1.0,37.0,37.0
803980,Canister Suction 1200Cc Wit 5Mm X 6Ft Tube,Each,Perpetual,1.0,17.0,58.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Level 1 ED,1.0,24.0,32.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Level 1 ED,1.0,24.0,32.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Level 2 Surgery/Procedures/PACU,1.0,21.0,21.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Level 2 Surgery/Procedures/PACU,1.0,21.0,21.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,3.0,3.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,3.0,3.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,4.0,4.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,4.0,4.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Perpetual,1.0,5.0,20.0
803983,Solution Povidone Iodine 10 Percent Prep,Each,Perpetual,1.0,5.0,20.0
803984,Tray Bone Biopsy 15G 11G,Each,Perpetual,1.0,0.0,2.0
803985,Kit Cath Female 8Fr With Glove And Wipe,Each,Perpetual,1.0,0.0,3.0
803986,Cath Condom 28Mm Male Med.,Each,Level 1 ED,1.0,6.0,8.0
803986,Cath Condom 28Mm Male Med.,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,15.0,23.0
803986,Cath Condom 28Mm Male Med.,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,10.0,12.0
803986,Cath Condom 28Mm Male Med.,Each,Level 7 ICU,1.0,6.0,7.0
803986,Cath Condom 28Mm Male Med.,Each,Perpetual,1.0,3.0,17.0
803987,Dressing Alginate Rope 16In Seasorb,Each,Perpetual,2.0,0.0,1.0
803988,Cleanser Wound Cara Klenz 6 Oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,8.0,13.0
803988,Cleanser Wound Cara Klenz 6 Oz,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,7.0,10.0
803988,Cleanser Wound Cara Klenz 6 Oz,Each,Level 7 ICU,1.0,5.0,6.0
803988,Cleanser Wound Cara Klenz 6 Oz,Each,Perpetual,1.0,2.0,19.0
803989,Soap No Rinse Body Bath 4 Oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",10.0,10.0,16.0
803989,Soap No Rinse Body Bath 4 Oz,Each,"Level 6 Telemetry, Cardiac & Stroke",10.0,12.0,12.0
803989,Soap No Rinse Body Bath 4 Oz,Each,Perpetual,10.0,0.0,77.0
803990,Cream Sween Body Moisturizing 3 Oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,8.0,8.0
803990,Cream Sween Body Moisturizing 3 Oz,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,12.0,13.0
803990,Cream Sween Body Moisturizing 3 Oz,Each,Level 7 ICU,1.0,7.0,7.0
803990,Cream Sween Body Moisturizing 3 Oz,Each,Perpetual,1.0,1.0,14.0
803991,Gel Barrier Hydrogel Collogen,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.0,2.0
803991,Gel Barrier Hydrogel Collogen,Each,Perpetual,1.0,0.0,4.0
803992,Tube Connecting 10Ft Strl,Each,Level 1 ED,1.0,20.0,20.0
803992,Tube Connecting 10Ft Strl,Each,Level 1 Imaging,1.0,10.0,10.0
803992,Tube Connecting 10Ft Strl,Each,Level 2 Surgery/Procedures/PACU,1.0,73.0,73.0
803992,Tube Connecting 10Ft Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,28.0,29.0
803992,Tube Connecting 10Ft Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,16.0,17.0
803992,Tube Connecting 10Ft Strl,Each,Level 7 ICU,1.0,21.0,21.0
803992,Tube Connecting 10Ft Strl,Each,Perpetual,1.0,22.0,25.0
803993,Tube Connecting 0.1875In X 1.5Ft Strl,Each,Level 1 ED,1.0,4.0,5.0
803993,Tube Connecting 0.1875In X 1.5Ft Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,10.0,21.0
803993,Tube Connecting 0.1875In X 1.5Ft Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,8.0,10.0
803993,Tube Connecting 0.1875In X 1.5Ft Strl,Each,Level 7 ICU,1.0,25.0,25.0
803993,Tube Connecting 0.1875In X 1.5Ft Strl,Each,Perpetual,1.0,5.0,11.0
803994,Clamp Bag Colostomy,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,2.0,2.0
803994,Clamp Bag Colostomy,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,3.0,3.0
803994,Clamp Bag Colostomy,Each,Perpetual,1.0,0.0,19.0
803995,Wafer Colostomy Moldable 2.250,Each,Perpetual,1.0,0.0,6.0
803996,Dressing Alginate 3In X 4In Kaltostat,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,10.0,10.0
803996,Dressing Alginate 3In X 4In Kaltostat,Each,Perpetual,1.5,0.0,29.0
803998,Pouch Colostomy Cut To Fit,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,10.0,10.0
803998,Pouch Colostomy Cut To Fit,Each,Level 7 ICU,1.0,10.0,10.0
803998,Pouch Colostomy Cut To Fit,Each,Perpetual,1.0,0.0,18.0
803999,Powder Colostomy Stomahesive 1 Oz,Each,Perpetual,1.0,0.0,2.0
804001,Pouch Colostomy Moldable 1.750,Each,Perpetual,1.0,0.0,4.0
804001,Pouch Colostomy Moldable 1.750,Each,Perpetual,1.0,0.0,4.0
804002,Wafer Colostomy Moldable 1.750,Each,Perpetual,1.0,0.0,4.0
804003,Pouch Colostomy Moldable 2.250,Each,Perpetual,1.0,0.0,1.0
804004,Tube Feeding Ng 12Fr X36In,Each,"Level 5 Observation, Medical Tele & Non-Tele",17.0,7.0,7.0
804004,Tube Feeding Ng 12Fr X36In,Each,"Level 6 Telemetry, Cardiac & Stroke",17.0,9.0,10.5
804004,Tube Feeding Ng 12Fr X36In,Each,Level 7 ICU,17.0,20.0,20.0
804004,Tube Feeding Ng 12Fr X36In,Each,Perpetual,17.0,0.0,26.5
804005,Tube Aspirating Luki 6.25,Each,Level 2 Surgery/Procedures/PACU,38.0,1.0,6.0
804005,Tube Aspirating Luki 6.25,Each,Perpetual,38.0,0.0,29.0
804008,Holder Foam Limb Hlder Vlcro Cls,Pair,Level 2 Surgery/Procedures/PACU,1.0,12.0,12.0
804008,Holder Foam Limb Hlder Vlcro Cls,Pair,Perpetual,1.0,1.0,6.0
804009,Binder Abdominal 9In 30In-44In,Each,Level 1 Imaging,1.0,3.0,3.0
804009,Binder Abdominal 9In 30In-44In,Each,Level 2 Surgery/Procedures/PACU,1.0,2.0,2.0
804009,Binder Abdominal 9In 30In-44In,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,1.0,1.0
804009,Binder Abdominal 9In 30In-44In,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.0,1.0
804009,Binder Abdominal 9In 30In-44In,Each,Perpetual,1.0,0.0,5.0
804012,Support Lumbar-Sacrl Lg 36-42,Each,Perpetual,14.0,0.0,3.0
804013,Support Lumbar-Sacrl Sm 25-30,Each,Perpetual,1.0,0.0,1.0
804014,Support Lumbar-Sac Xlg 38-42,Each,Perpetual,1.0,0.0,1.0
804015,Binder Abdominal 12In 46In-62In,Each,Level 1 Imaging,1.0,3.0,3.0
804015,Binder Abdominal 12In 46In-62In,Each,Level 2 Surgery/Procedures/PACU,1.0,2.0,2.0
804015,Binder Abdominal 12In 46In-62In,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.0,1.0
804015,Binder Abdominal 12In 46In-62In,Each,Perpetual,1.0,0.0,5.0
804017,Cream Shaving 1.5 Oz,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,6.0,13.0
804017,Cream Shaving 1.5 Oz,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,4.0,5.0
804017,Cream Shaving 1.5 Oz,Each,Level 7 ICU,1.5,2.0,4.0
804017,Cream Shaving 1.5 Oz,Each,Perpetual,1.5,1.0,9.0
804020,Dressing Adaptic 3X8,Pack,Level 1 ED,1.0,30.0,30.0
804020,Dressing Adaptic 3X8,Pack,Level 2 Surgery/Procedures/PACU,1.0,9.0,9.0
804020,Dressing Adaptic 3X8,Pack,"Level 5 Observation, Medical Tele & Non-Tele",1.0,10.0,10.0
804020,Dressing Adaptic 3X8,Pack,"Level 6 Telemetry, Cardiac & Stroke",1.0,4.0,4.0
804020,Dressing Adaptic 3X8,Pack,Perpetual,1.0,0.0,17.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,Level 1 ED,1.0,19.0,21.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,Level 2 Surgery/Procedures/PACU,1.0,5.0,5.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,8.0,17.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,11.0,11.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,Level 7 ICU,1.0,6.0,7.0
804021,Dressing Adaptic 3X3 Ltx-Free,Each,Perpetual,1.0,2.0,13.0
804023,Pouch Urostomy Cut To Fit,Each,Perpetual,1.0,0.0,5.0
804025,Bag Urinary Leg With Strap,Each,Level 1 ED,1.0,5.0,6.0
804025,Bag Urinary Leg With Strap,Each,Level 2 Surgery/Procedures/PACU,1.0,3.0,3.0
804025,Bag Urinary Leg With Strap,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,3.0,4.0
804025,Bag Urinary Leg With Strap,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,2.0,3.0
804025,Bag Urinary Leg With Strap,Each,Level 7 ICU,1.0,3.0,3.0
804025,Bag Urinary Leg With Strap,Each,Perpetual,1.0,1.0,7.0
804026,Set IV Primary With Clave Ivac Cassette,Each,Level 1 ED,1.0,56.0,56.0
804026,Set IV Primary With Clave Ivac Cassette,Each,Level 2 Surgery/Procedures/PACU,1.0,4.0,4.0
804026,Set IV Primary With Clave Ivac Cassette,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,102.0,102.0
804026,Set IV Primary With Clave Ivac Cassette,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,52.0,52.0
804026,Set IV Primary With Clave Ivac Cassette,Each,Level 7 ICU,1.0,62.0,62.0
804026,Set IV Primary With Clave Ivac Cassette,Each,Perpetual,1.0,39.0,136.0
804027,Set Blood Y Type Plumset Pump,Each,Level 1 ED,1.0,6.0,7.0
804027,Set Blood Y Type Plumset Pump,Each,Level 2 Surgery/Procedures/PACU,1.0,3.0,3.0
804027,Set Blood Y Type Plumset Pump,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,7.0,13.0
804027,Set Blood Y Type Plumset Pump,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,6.0,8.0
804027,Set Blood Y Type Plumset Pump,Each,Level 7 ICU,1.0,5.0,8.0
804027,Set Blood Y Type Plumset Pump,Each,Perpetual,1.0,3.0,13.0
804029,Sleeve SCD Compression Knee 17In,Pair,Level 2 Surgery/Procedures/PACU,1.0,47.0,47.0
804029,Sleeve SCD Compression Knee 17In,Pair,"Level 5 Observation, Medical Tele & Non-Tele",1.0,13.0,22.0
804029,Sleeve SCD Compression Knee 17In,Pair,"Level 6 Telemetry, Cardiac & Stroke",1.0,7.0,10.0
804029,Sleeve SCD Compression Knee 17In,Pair,Level 7 ICU,1.0,7.0,9.0
804029,Sleeve SCD Compression Knee 17In,Pair,Perpetual,1.0,10.0,42.0
804030,Kit Transducer Transpac Monitor,Each,Level 2 Surgery/Procedures/PACU,1.0,16.0,16.0
804030,Kit Transducer Transpac Monitor,Each,Level 7 ICU,1.0,2.0,2.0
804030,Kit Transducer Transpac Monitor,Each,Perpetual,1.0,2.0,3.0
804031,Container Waste Chemo 2 Gal With Lid,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,2.0,2.0
804031,Container Waste Chemo 2 Gal With Lid,Each,Perpetual,1.0,0.0,1.0
804033,Stocking Ted Knee Lrg Long 3Xl,Each,Level 2 Surgery/Procedures/PACU,27.0,12.0,12.5
804033,Stocking Ted Knee Lrg Long 3Xl,Each,Perpetual,27.0,0.0,12.5
804034,Cath Suction 14Fr 22In Without Cntrl,Each,Level 2 Surgery/Procedures/PACU,1.0,9.0,9.0
804034,Cath Suction 14Fr 22In Without Cntrl,Each,Perpetual,1.0,0.0,4.5
804037,Pouch Telemetry Foam Sgl Strap,Each,Level 7 ICU,1.0,50.0,50.0
804037,Pouch Telemetry Foam Sgl Strap,Each,Perpetual,1.0,0.0,57.0
804038,Cushion Foam Invalid Ring,Each,Perpetual,2.0,0.0,1.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,Level 1 ED,1.0,396.0,396.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,Level 2 Surgery/Procedures/PACU,1.0,101.0,132.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,52.0,67.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,21.0,27.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,Level 7 ICU,1.0,45.0,48.0
804039,Sensor Adult Lncs-Adtx Spo2 Masimo,Each,Perpetual,1.0,86.0,86.0
804043,Tray Central Iv Dressing Chnge,Each,Level 1 ED,1.0,5.0,5.0
804043,Tray Central Iv Dressing Chnge,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,7.0,12.0
804043,Tray Central Iv Dressing Chnge,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,5.0,6.0
804043,Tray Central Iv Dressing Chnge,Each,Level 7 ICU,1.0,10.0,12.0
804043,Tray Central Iv Dressing Chnge,Each,Perpetual,1.0,3.0,10.0
804044,Swab Oral Toothettes Sngl Use,Each,Level 1 ED,1.0,5.0,5.0
804044,Swab Oral Toothettes Sngl Use,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,31.0,53.0
804044,Swab Oral Toothettes Sngl Use,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,30.0,34.0
804044,Swab Oral Toothettes Sngl Use,Each,Level 7 ICU,1.0,26.0,32.0
804044,Swab Oral Toothettes Sngl Use,Each,Perpetual,1.0,8.0,58.0
804045,Kit Midstream Rigid Funnel With Benzalkoniu,Each,Level 1 ED,1.0,24.8,395.0
804045,Kit Midstream Rigid Funnel With Benzalkoniu,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.02,2.0
804045,Kit Midstream Rigid Funnel With Benzalkoniu,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.0,2.0
804045,Kit Midstream Rigid Funnel With Benzalkoniu,Each,Level 7 ICU,1.0,0.02,2.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,Level 1 ED,1.5,435.0,435.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,Level 2 Surgery/Procedures/PACU,1.5,85.0,136.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,62.0,88.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,49.0,63.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,Level 7 ICU,1.5,28.0,45.0
804046,Kit IV Start With Tegderm And Chlorscrub,Each,Perpetual,1.5,94.0,270.0
804049,Kit Cpm Machine Pt Pad Mdl 400I Econo,Each,Perpetual,29.0,0.0,7.0
804049,Kit Cpm Machine Pt Pad Mdl 400I Econo,Each,Perpetual,29.0,0.0,7.0
804051,Bag Urine Meter 400Ml,Each,Level 7 ICU,1.0,2.0,3.0
804051,Bag Urine Meter 400Ml,Each,Perpetual,1.0,0.0,2.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,Level 1 ED,1.0,5.0,6.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,Level 2 Surgery/Procedures/PACU,1.0,12.0,12.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,4.0,9.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,4.0,5.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,Level 7 ICU,1.0,2.0,2.0
804052,Tray Foley Cath Urimeter Ic 16Fr,Each,Perpetual,1.0,3.0,18.0
804053,Stocking TED Knee Xx-Large Reg,Pair,Level 2 Surgery/Procedures/PACU,1.0,0.12,5.0
804054,Stocking TED Thigh Meduim Regular,Pair,Perpetual,8.0,0.0,8.0
804056,Set Feeding Pump With Enfit Conn.,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.02,1.0
804056,Set Feeding Pump With Enfit Conn.,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.02,2.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,Level 1 ED,1.0,10.0,10.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,Level 2 Surgery/Procedures/PACU,1.0,6.0,6.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,13.0,13.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,7.0,8.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,Level 7 ICU,1.0,15.0,15.0
804059,Bandage Conform Gauze 6X4.5 Strl,Each,Perpetual,1.0,1.0,19.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,Level 1 ED,1.0,18.0,22.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,Level 2 Surgery/Procedures/PACU,1.0,12.0,12.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,16.0,29.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,14.0,14.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,Level 7 ICU,1.0,14.0,14.0
804060,Bandage Conform Gauze 4X4.1 Strl,Each,Perpetual,1.0,3.0,32.0
804062,Dressing Optifoam 4X4 Adhesive,Each,Level 2 Surgery/Procedures/PACU,1.0,0.28,5.0
804062,Dressing Optifoam 4X4 Adhesive,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.24,55.0
804062,Dressing Optifoam 4X4 Adhesive,Each,Level 7 ICU,1.0,0.02,6.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,Level 1 ED,1.5,23.0,32.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,Level 2 Surgery/Procedures/PACU,1.5,14.0,14.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,20.0,46.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,14.0,17.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,Level 7 ICU,1.5,13.0,15.0
804063,Bandage Conform Gauze 3X4.1 Strl,Each,Perpetual,1.5,6.0,43.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,Level 1 ED,1.5,1.0,1.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,Level 2 Surgery/Procedures/PACU,1.5,1.0,1.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,"Level 5 Observation, Medical Tele & Non-Tele",1.5,2.0,5.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,"Level 6 Telemetry, Cardiac & Stroke",1.5,2.0,4.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,Level 7 ICU,1.5,2.0,4.0
804064,Dressing Gauze 6Ply 4X4 Strl Drain,Box,Perpetual,1.5,0.0,6.0
804065,Dressing Hydrocolloid Sacral,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,6.0,6.0
804065,Dressing Hydrocolloid Sacral,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,6.0,6.0
804065,Dressing Hydrocolloid Sacral,Each,Level 7 ICU,1.0,6.0,6.0
804065,Dressing Hydrocolloid Sacral,Each,Perpetual,1.0,0.0,4.0
804066,Bandage Elastic Net Sz 3,Box,Level 1 ED,1.0,1.0,1.0
804066,Bandage Elastic Net Sz 3,Box,Perpetual,1.0,0.0,1.0
804070,Readybath Cleansing Wipe,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,30.0,30.0
804070,Readybath Cleansing Wipe,Each,Level 7 ICU,1.0,148.0,169.0
804070,Readybath Cleansing Wipe,Each,Perpetual,1.0,19.0,167.0
804071,Thermometer Digital With 20 Probe Cvrs,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,9.0,13.0
804071,Thermometer Digital With 20 Probe Cvrs,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,8.0,8.0
804071,Thermometer Digital With 20 Probe Cvrs,Each,Level 7 ICU,1.0,8.0,11.0
